prefix	as_path	atomic_aggregate	aggregator	communities	timestamp	origin	collector	prepending	loops	ixps	gao_rexford	new_asns	path_poisoning	country	start_time	end_time	event_number	event_type	url	hijack_detected_as_path	hijack_detected_by_bgpmon_peers	hijack_detected_origin_name	hijack_detected_origin_number	hijack_expected_origin_name	hijack_expected_origin_number	hijack_expected_prefix	hijack_more_specific_prefix	leak_detected_by_bgpmon_peers	leak_example_as_path	leaked_prefix	leaked_to_name	leaked_to_number	leaker_as_name	leaker_as_number	leak_origin_as_name	leak_origin_as_number	outage_as_name	outage_as_number	outage_number_prefixes_affected	outage_percent_prefixes_affected	roa_validity	prefix_id	block_id	prefix_block_id	url_1	source
0.0.0.0/0	{22742,3257}				1610340818	3257	22742	0	0	0	0	0	0																												1	0	0	0	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.0.0/24	{22742,13335}		13335	13335:10106 13335:19000 13335:20050 13335:20500 13335:20530	1611186635	13335	22742	0	0	0	0	0	0																												0	1	0	1	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.4.0/22	{22742,6939,4826,38803}				1608040018	38803	22742	0	0	0	0	0	0																												0	2	0	2	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.4.0/24	{22742,6939,4826,38803}				1608040018	38803	22742	0	0	0	0	0	0																												0	3	0	3	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.5.0/24	{22742,6939,4826,38803}				1608040018	38803	22742	0	0	0	0	0	0																												0	4	0	4	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.6.0/24	{22742,6939,4826,38803}				1608040018	38803	22742	0	0	0	0	0	0																												0	5	0	5	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.7.0/24	{22742,6939,4826,38803}				1608040018	38803	22742	0	0	0	0	0	0																												0	6	0	6	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.16.0/24	{22742,3257,174,2519}			3257:8040 3257:30156 3257:50002 3257:51100 3257:51101	1610340791	2519	22742	0	0	0	0	0	0																												1	7	0	7	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.64.0/18	{22742,3257,2497,7670,18144}		18144	3257:8157 3257:30213 3257:50002 3257:51100 3257:51102	1610340834	18144	22742	0	0	0	0	0	0																												1	8	0	8	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.128.0/17	{22742,6939,38040,23969}				1604610901	23969	22742	0	0	0	0	0	0																												1	9	0	9	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.128.0/18	{22742,6939,38040,23969}				1604610901	23969	22742	0	0	0	0	0	0																												1	10	0	10	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.128.0/19	{22742,6939,38040,23969}				1604610901	23969	22742	0	0	0	0	0	0																												1	11	0	11	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.128.0/24	{22742,3257,9002,38040,23969}			3257:8791 3257:50001 3257:53100 3257:53101 NO_PEER	1611091709	23969	22742	0	0	0	0	0	0																												1	12	0	12	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.129.0/24	{22742,6939,4651,23969}				1607071179	23969	22742	0	0	0	0	0	0																												1	13	0	13	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.132.0/24	{22742,3257,9002,38040,23969}			3257:8791 3257:50001 3257:53100 3257:53101 NO_PEER	1610813767	23969	22742	0	0	0	0	0	0																												1	14	0	14	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.133.0/24	{22742,3257,9002,38040,23969}			3257:8791 3257:50001 3257:53100 3257:53101 NO_PEER	1610813767	23969	22742	0	0	0	0	0	0																												1	15	0	15	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.136.0/24	{22742,3257,9002,38040,23969}			3257:8791 3257:50001 3257:53100 3257:53101 NO_PEER	1610813767	23969	22742	0	0	0	0	0	0																												1	16	0	16	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.137.0/24	{22742,3257,9002,38040,23969}			3257:8791 3257:50001 3257:53100 3257:53101 NO_PEER	1611044512	23969	22742	0	0	0	0	0	0																												1	17	0	17	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.138.0/24	{22742,3257,9002,38040,23969}			3257:8791 3257:50001 3257:53100 3257:53101 NO_PEER	1610813767	23969	22742	0	0	0	0	0	0																												1	18	0	18	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.139.0/24	{22742,3257,9002,38040,23969}			3257:8791 3257:50001 3257:53100 3257:53101 NO_PEER	1610813767	23969	22742	0	0	0	0	0	0																												1	19	0	19	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.141.0/24	{22742,3257,9002,38040,23969}			3257:8791 3257:50001 3257:53100 3257:53101 NO_PEER	1610813767	23969	22742	0	0	0	0	0	0																												1	20	0	20	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.144.0/20	{22742,6939,4651,23969}				1607071179	23969	22742	0	0	0	0	0	0																												1	21	0	21	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.160.0/19	{22742,6939,38040,23969}				1604610901	23969	22742	0	0	0	0	0	0																												1	22	0	22	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.160.0/22	{22742,6939,38040,23969}				1604610901	23969	22742	0	0	0	0	0	0																												1	23	0	23	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.164.0/24	{22742,3257,9002,38040,23969}			3257:8791 3257:50001 3257:53100 3257:53101 NO_PEER	1611044512	23969	22742	0	0	0	0	0	0																												1	24	0	24	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.165.0/24	{22742,3257,9002,38040,23969}			3257:8791 3257:50001 3257:53100 3257:53101 NO_PEER	1611091709	23969	22742	0	0	0	0	0	0																												1	25	0	25	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.166.0/24	{22742,3257,9002,38040,23969}			3257:8791 3257:50001 3257:53100 3257:53101 NO_PEER	1611044512	23969	22742	0	0	0	0	0	0																												1	26	0	26	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.167.0/24	{22742,3257,9002,38040,23969}			3257:8791 3257:50001 3257:53100 3257:53101 NO_PEER	1610813767	23969	22742	0	0	0	0	0	0																												1	27	0	27	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.168.0/22	{22742,6939,4651,23969}				1607071179	23969	22742	0	0	0	0	0	0																												1	28	0	28	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.172.0/22	{22742,6939,4651,23969}				1607071179	23969	22742	0	0	0	0	0	0																												1	29	0	29	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.192.0/18	{22742,6939,38040,23969}				1604610901	23969	22742	0	0	0	0	0	0																												1	30	0	30	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.192.0/19	{22742,6939,38040,23969}				1604610901	23969	22742	0	0	0	0	0	0																												1	31	0	31	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.192.0/24	{22742,3257,9002,38040,23969}			3257:8791 3257:50001 3257:53100 3257:53101 NO_PEER	1610813767	23969	22742	0	0	0	0	0	0																												1	32	0	32	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.193.0/24	{22742,3257,9002,38040,23969}			3257:8791 3257:50001 3257:53100 3257:53101 NO_PEER	1610813767	23969	22742	0	0	0	0	0	0																												1	33	0	33	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.194.0/24	{22742,3257,9002,38040,23969}			3257:8791 3257:50001 3257:53100 3257:53101 NO_PEER	1610813767	23969	22742	0	0	0	0	0	0																												1	34	0	34	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.195.0/24	{22742,3257,9002,38040,23969}			3257:8791 3257:50001 3257:53100 3257:53101 NO_PEER	1611044635	23969	22742	0	0	0	0	0	0																												1	35	0	35	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.196.0/24	{22742,3257,9002,38040,23969}			3257:8791 3257:50001 3257:53100 3257:53101 NO_PEER	1611072475	23969	22742	0	0	0	0	0	0																												1	36	0	36	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.197.0/24	{22742,3257,9002,38040,23969}			3257:8791 3257:50001 3257:53100 3257:53101 NO_PEER	1610813767	23969	22742	0	0	0	0	0	0																												1	37	0	37	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.198.0/24	{22742,3257,9002,38040,23969}			3257:8791 3257:50001 3257:53100 3257:53101 NO_PEER	1610813767	23969	22742	0	0	0	0	0	0																												1	38	0	38	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.199.0/24	{22742,3257,9002,38040,23969}			3257:8791 3257:50001 3257:53100 3257:53101 NO_PEER	1610813767	23969	22742	0	0	0	0	0	0																												1	39	0	39	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.200.0/24	{22742,3257,9002,38040,23969}			3257:8791 3257:50001 3257:53100 3257:53101 NO_PEER	1611044512	23969	22742	0	0	0	0	0	0																												1	40	0	40	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.201.0/24	{22742,3257,1299,38040,23969}			3257:8138 3257:30456 3257:50002 3257:51100 3257:51105	1611328460	23969	22742	0	0	0	0	0	0																												1	41	0	41	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.204.0/24	{22742,3257,9002,38040,23969}			3257:8791 3257:50001 3257:53100 3257:53101 NO_PEER	1610813767	23969	22742	0	0	0	0	0	0																												1	42	0	42	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.205.0/24	{22742,3257,9002,38040,23969}			3257:8791 3257:50001 3257:53100 3257:53101 NO_PEER	1610813767	23969	22742	0	0	0	0	0	0																												1	43	0	43	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.206.0/24	{22742,3257,9002,38040,23969}			3257:8791 3257:50001 3257:53100 3257:53101 NO_PEER	1610813767	23969	22742	0	0	0	0	0	0																												1	44	0	44	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.207.0/24	{22742,3257,9002,38040,23969}			3257:8791 3257:50001 3257:53100 3257:53101 NO_PEER	1610813767	23969	22742	0	0	0	0	0	0																												1	45	0	45	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.208.0/23	{22742,3257,9002,38040,23969}			3257:8791 3257:50001 3257:53100 3257:53101 NO_PEER	1610813767	23969	22742	0	0	0	0	0	0																												1	46	0	46	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.210.0/23	{22742,3257,9002,38040,23969}			3257:8791 3257:50001 3257:53100 3257:53101 NO_PEER	1610813767	23969	22742	0	0	0	0	0	0																												1	47	0	47	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.212.0/23	{22742,3257,9002,38040,23969}			3257:8791 3257:50001 3257:53100 3257:53101 NO_PEER	1610813767	23969	22742	0	0	0	0	0	0																												1	48	0	48	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.214.0/24	{22742,6939,4651,23969}				1610989087	23969	22742	0	0	0	0	0	0																												1	49	0	49	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.215.0/24	{22742,3257,9002,38040,23969}			3257:8791 3257:50001 3257:53100 3257:53101 NO_PEER	1610813767	23969	22742	0	0	0	0	0	0																												1	50	0	50	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.216.0/24	{22742,3257,9002,38040,23969}			3257:8791 3257:50001 3257:53100 3257:53101 NO_PEER	1611044512	23969	22742	0	0	0	0	0	0																												1	51	0	51	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.217.0/24	{22742,3257,9002,38040,23969}			3257:8791 3257:50001 3257:53100 3257:53101 NO_PEER	1611044512	23969	22742	0	0	0	0	0	0																												1	52	0	52	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.218.0/24	{22742,3257,9002,38040,23969}			3257:8791 3257:50001 3257:53100 3257:53101 NO_PEER	1611091709	23969	22742	0	0	0	0	0	0																												1	53	0	53	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.219.0/24	{22742,6939,4651,23969}				1611113605	23969	22742	0	0	0	0	0	0																												1	54	0	54	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.220.0/24	{22742,3257,9002,38040,23969}			3257:8791 3257:50001 3257:53100 3257:53101 NO_PEER	1610813767	23969	22742	0	0	0	0	0	0																												1	55	0	55	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.221.0/24	{22742,6939,4651,23969}				1611187705	23969	22742	0	0	0	0	0	0																												1	56	0	56	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.224.0/19	{22742,6939,38040,23969}				1604610901	23969	22742	0	0	0	0	0	0																												1	57	0	57	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.240.0/21	{22742,6939,4651,23969}				1607071179	23969	22742	0	0	0	0	0	0																												1	58	0	58	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.0.248.0/21	{22742,6939,4651,23969}				1610989087	23969	22742	0	0	0	0	0	0																												1	59	0	59	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.1.0/24	{22742,13335}		13335	13335:10106 13335:19000 13335:20050 13335:20500 13335:20530	1611186635	13335	22742	0	0	0	0	0	0																												0	60	0	60	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.8.0/24	{22742,3257,4134}			3257:6520 3257:8040 3257:30434 3257:50002 3257:51100 3257:51101	1610340907	4134	22742	0	0	0	0	0	0																												1	61	0	61	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.64.0/19	{22742,3257,174,2519}			3257:8040 3257:30156 3257:50002 3257:51100 3257:51101	1610340791	2519	22742	0	0	0	0	0	0																												1	62	0	62	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.96.0/24	{22742,3257,174,2519}			3257:8040 3257:30156 3257:50002 3257:51100 3257:51101	1610340791	2519	22742	0	0	0	0	0	0																												1	63	0	63	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.97.0/24	{22742,3257,174,2519}			3257:8040 3257:30156 3257:50002 3257:51100 3257:51101	1610340791	2519	22742	0	0	0	0	0	0																												1	64	0	64	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.98.0/24	{22742,3257,174,2519}			3257:8040 3257:30156 3257:50002 3257:51100 3257:51101	1610340791	2519	22742	0	0	0	0	0	0																												1	65	0	65	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.99.0/24	{22742,3257,174,2519}			3257:8040 3257:30156 3257:50002 3257:51100 3257:51101	1610340791	2519	22742	0	0	0	0	0	0																												1	66	0	66	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.100.0/24	{22742,3257,174,2519}			3257:8040 3257:30156 3257:50002 3257:51100 3257:51101	1610340791	2519	22742	0	0	0	0	0	0																												1	67	0	67	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.101.0/24	{22742,3257,174,2519}			3257:8040 3257:30156 3257:50002 3257:51100 3257:51101	1610340791	2519	22742	0	0	0	0	0	0																												1	68	0	68	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.102.0/24	{22742,3257,174,2519}			3257:8040 3257:30156 3257:50002 3257:51100 3257:51101	1610340791	2519	22742	0	0	0	0	0	0																												1	69	0	69	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.103.0/24	{22742,3257,174,2519}			3257:8040 3257:30156 3257:50002 3257:51100 3257:51101	1610340791	2519	22742	0	0	0	0	0	0																												1	70	0	70	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.104.0/24	{22742,3257,174,2519}			3257:8040 3257:30156 3257:50002 3257:51100 3257:51101	1610340791	2519	22742	0	0	0	0	0	0																												1	71	0	71	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.105.0/24	{22742,3257,174,2519}			3257:8040 3257:30156 3257:50002 3257:51100 3257:51101	1610340791	2519	22742	0	0	0	0	0	0																												1	72	0	72	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.106.0/24	{22742,3257,174,2519}			3257:8040 3257:30156 3257:50002 3257:51100 3257:51101	1610340791	2519	22742	0	0	0	0	0	0																												1	73	0	73	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.107.0/24	{22742,3257,174,2519}			3257:8040 3257:30156 3257:50002 3257:51100 3257:51101	1610340791	2519	22742	0	0	0	0	0	0																												1	74	0	74	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.108.0/24	{22742,3257,174,2519}			3257:8040 3257:30156 3257:50002 3257:51100 3257:51101	1610340791	2519	22742	0	0	0	0	0	0																												1	75	0	75	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.109.0/24	{22742,3257,174,2519}			3257:8040 3257:30156 3257:50002 3257:51100 3257:51101	1610340791	2519	22742	0	0	0	0	0	0																												1	76	0	76	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.110.0/24	{22742,3257,174,2519}			3257:8040 3257:30156 3257:50002 3257:51100 3257:51101	1610340791	2519	22742	0	0	0	0	0	0																												1	77	0	77	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.111.0/24	{22742,3257,174,2519}			3257:8040 3257:30156 3257:50002 3257:51100 3257:51101	1610340791	2519	22742	0	0	0	0	0	0																												1	78	0	78	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.112.0/24	{22742,3257,174,2519}			3257:8040 3257:30156 3257:50002 3257:51100 3257:51101	1610340791	2519	22742	0	0	0	0	0	0																												1	79	0	79	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.113.0/24	{22742,3257,174,2519}			3257:8040 3257:30156 3257:50002 3257:51100 3257:51101	1610340791	2519	22742	0	0	0	0	0	0																												1	80	0	80	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.114.0/24	{22742,3257,174,2519}			3257:8040 3257:30156 3257:50002 3257:51100 3257:51101	1610340791	2519	22742	0	0	0	0	0	0																												1	81	0	81	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.115.0/24	{22742,3257,174,2519}			3257:8040 3257:30156 3257:50002 3257:51100 3257:51101	1610340791	2519	22742	0	0	0	0	0	0																												1	82	0	82	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.116.0/24	{22742,3257,174,2519}			3257:8040 3257:30156 3257:50002 3257:51100 3257:51101	1610340791	2519	22742	0	0	0	0	0	0																												1	83	0	83	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.117.0/24	{22742,3257,174,2519}			3257:8040 3257:30156 3257:50002 3257:51100 3257:51101	1610340791	2519	22742	0	0	0	0	0	0																												1	84	0	84	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.118.0/24	{22742,3257,174,2519}			3257:8040 3257:30156 3257:50002 3257:51100 3257:51101	1610340791	2519	22742	0	0	0	0	0	0																												1	85	0	85	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.119.0/24	{22742,3257,174,2519}			3257:8040 3257:30156 3257:50002 3257:51100 3257:51101	1610340791	2519	22742	0	0	0	0	0	0																												1	86	0	86	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.120.0/24	{22742,3257,174,2519}			3257:8040 3257:30156 3257:50002 3257:51100 3257:51101	1610340791	2519	22742	0	0	0	0	0	0																												1	87	0	87	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.121.0/24	{22742,3257,174,2519}			3257:8040 3257:30156 3257:50002 3257:51100 3257:51101	1610340791	2519	22742	0	0	0	0	0	0																												1	88	0	88	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.122.0/24	{22742,3257,174,2519}			3257:8040 3257:30156 3257:50002 3257:51100 3257:51101	1610340791	2519	22742	0	0	0	0	0	0																												1	89	0	89	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.123.0/24	{22742,3257,174,2519}			3257:8040 3257:30156 3257:50002 3257:51100 3257:51101	1610340791	2519	22742	0	0	0	0	0	0																												1	90	0	90	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.124.0/24	{22742,3257,174,2519}			3257:8040 3257:30156 3257:50002 3257:51100 3257:51101	1610340791	2519	22742	0	0	0	0	0	0																												1	91	0	91	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.125.0/24	{22742,3257,174,2519}			3257:8040 3257:30156 3257:50002 3257:51100 3257:51101	1610340791	2519	22742	0	0	0	0	0	0																												1	92	0	92	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.126.0/24	{22742,3257,174,2519}			3257:8040 3257:30156 3257:50002 3257:51100 3257:51101	1610340791	2519	22742	0	0	0	0	0	0																												1	93	0	93	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.128.0/17	{22742,6939,38040,23969}				1604610901	23969	22742	0	0	0	0	0	0																												1	94	0	94	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.128.0/18	{22742,6939,38040,23969}				1604610901	23969	22742	0	0	0	0	0	0																												1	95	0	95	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.128.0/19	{22742,6939,38040,23969}				1604610901	23969	22742	0	0	0	0	0	0																												1	96	0	96	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.128.0/21	{22742,3257,58453,38040,23969}			3257:4000 3257:8133 3257:50001 3257:50110 3257:54901	1610893250	23969	22742	0	0	0	0	0	0																												1	97	0	97	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.136.0/24	{22742,3257,58453,38040,23969}			3257:4000 3257:8133 3257:50001 3257:50110 3257:54901	1610341008	23969	22742	0	0	0	0	0	0																												1	98	0	98	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.137.0/24	{22742,3257,58453,38040,23969}			3257:4000 3257:8133 3257:50001 3257:50110 3257:54901	1610341008	23969	22742	0	0	0	0	0	0																												1	99	0	99	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.138.0/24	{22742,3257,58453,38040,23969}			3257:4000 3257:8133 3257:50001 3257:50110 3257:54901	1610341008	23969	22742	0	0	0	0	0	0																												1	100	0	100	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.139.0/24	{22742,3257,58453,38040,23969}			3257:4000 3257:8133 3257:50001 3257:50110 3257:54901	1610341008	23969	22742	0	0	0	0	0	0																												1	101	0	101	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.140.0/24	{22742,6939,4651,23969}				1610989087	23969	22742	0	0	0	0	0	0																												1	102	0	102	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.141.0/24	{22742,3257,58453,38040,23969}			3257:4000 3257:8133 3257:50001 3257:50110 3257:54901	1610341008	23969	22742	0	0	0	0	0	0																												1	103	0	103	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.142.0/24	{22742,3257,58453,38040,23969}			3257:4000 3257:8133 3257:50001 3257:50110 3257:54901	1610341008	23969	22742	0	0	0	0	0	0																												1	104	0	104	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.143.0/24	{22742,3257,58453,38040,23969}			3257:4000 3257:8133 3257:50001 3257:50110 3257:54901	1610341008	23969	22742	0	0	0	0	0	0																												1	105	0	105	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.148.0/24	{22742,3257,58453,38040,23969}			3257:4000 3257:8133 3257:50001 3257:50110 3257:54901	1611091709	23969	22742	0	0	0	0	0	0																												1	106	0	106	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.149.0/24	{22742,3257,58453,38040,23969}			3257:4000 3257:8133 3257:50001 3257:50110 3257:54901	1611091709	23969	22742	0	0	0	0	0	0																												1	107	0	107	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.150.0/24	{22742,3257,58453,38040,23969}			3257:4000 3257:8133 3257:50001 3257:50110 3257:54901	1611091709	23969	22742	0	0	0	0	0	0																												1	108	0	108	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.151.0/24	{22742,3257,58453,38040,23969}			3257:4000 3257:8133 3257:50001 3257:50110 3257:54901	1611091709	23969	22742	0	0	0	0	0	0																												1	109	0	109	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.152.0/21	{22742,6939,4651,23969}				1607071179	23969	22742	0	0	0	0	0	0																												1	110	0	110	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.160.0/19	{22742,6939,38040,23969}				1604610901	23969	22742	0	0	0	0	0	0																												1	111	0	111	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.160.0/20	{22742,6939,4651,23969}				1611113574	23969	22742	0	0	0	0	0	0																												1	112	0	112	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.180.0/24	{22742,3257,58453,38040,23969}			3257:4000 3257:8133 3257:50001 3257:50110 3257:54901	1610340943	23969	22742	0	0	0	0	0	0																												1	113	0	113	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.181.0/24	{22742,3257,58453,38040,23969}			3257:4000 3257:8133 3257:50001 3257:50110 3257:54901	1610340943	23969	22742	0	0	0	0	0	0																												1	114	0	114	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.182.0/24	{22742,3257,58453,38040,23969}			3257:4000 3257:8133 3257:50001 3257:50110 3257:54901	1610340943	23969	22742	0	0	0	0	0	0																												1	115	0	115	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.183.0/24	{22742,3257,58453,38040,23969}			3257:4000 3257:8133 3257:50001 3257:50110 3257:54901	1610340943	23969	22742	0	0	0	0	0	0																												1	116	0	116	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.184.0/22	{22742,3257,58453,38040,23969}			3257:4000 3257:8133 3257:50001 3257:50110 3257:54901	1610893250	23969	22742	0	0	0	0	0	0																												1	117	0	117	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.188.0/24	{22742,3257,58453,38040,23969}			3257:4000 3257:8133 3257:50001 3257:50110 3257:54901	1610605416	23969	22742	0	0	0	0	0	0																												1	118	0	118	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.189.0/24	{22742,3257,58453,38040,23969}			3257:4000 3257:8133 3257:50001 3257:50110 3257:54901	1610341008	23969	22742	0	0	0	0	0	0																												1	119	0	119	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.190.0/23	{22742,3257,58453,38040,23969}			3257:4000 3257:8133 3257:50001 3257:50110 3257:54901	1610340783	23969	22742	0	0	0	0	0	0																												1	120	0	120	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.192.0/18	{22742,6939,38040,23969}				1604610901	23969	22742	0	0	0	0	0	0																												1	121	0	121	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.192.0/19	{22742,6939,38040,23969}				1604610901	23969	22742	0	0	0	0	0	0																												1	122	0	122	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.192.0/21	{22742,3257,58453,38040,23969}			3257:4000 3257:8133 3257:50001 3257:50110 3257:54901	1610893250	23969	22742	0	0	0	0	0	0																												1	123	0	123	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.1.200.0/21	{22742,3257,58453,38040,23969}			3257:4000 3257:8133 3257:50001 3257:50110 3257:54901	1610893250	23969	22742	0	0	0	0	0	0																												1	124	0	124	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
